NOMBRE | PRECIO | PLATAFORMA | GENEROS | ENLACE | IMAGEN | FECHA DE LANZAMIENTO
Far Cry New Dawn (Xbox One) Xbox Live Key GLOBAL|18.87|Xbox One|['Accion', 'FPS / TPS', 'Aventuras']|https://www.eneba.com/es/xbox-far-cry-new-dawn-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/LJaRJ8IhlfdRLeD0N6EkC6_d0Tk2uqV5s8BfhsNbx5A_390x400_1x-0.jpeg|15-02-2019
Resident Evil 2 Remake (Xbox One) Xbox Live Key GLOBAL|24.99|Xbox One|['Accion', 'FPS / TPS', 'Aventuras']|https://www.eneba.com/es/xbox-resident-evil-2-remake-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/yhG6ezjzb8K2sRx4ixpoD4K4bptdH1sJ6xOjiGRclP8_390x400_1x-0.jpeg|25-01-2019
Red Dead Redemption 2 - Special Edition (Xbox One) Xbox Live Key GLOBAL|36.99|Xbox One|['Accion', 'FPS / TPS', 'Aventuras']|https://www.eneba.com/es/xbox-red-dead-redemption-2-special-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/qAZUsTFaJrLeOnxgk9VaV9SzYae-FGSmXaTXXSAc6cU_390x400_1x-0.jpeg|26-10-2018
Metro Exodus (Xbox One) Xbox Live Key GLOBAL|34.58|Xbox One|['Accion', 'FPS / TPS', 'Aventuras']|https://www.eneba.com/es/xbox-metro-exodus-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/4sACJx6hB06uMLNGgL3ojEslVDaUddAB74t9btxBDqs_390x400_1x-0.jpeg|15-02-2019
Forza Horizon 4 - Fortune Island (DLC) (PC/Xbox One) Xbox Live Key GLOBAL|28.87|Xbox One|['Carreras']|https://www.eneba.com/es/xbox-forza-horizon-4-fortune-island-dlc-pc-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/Gv5mJ7SsB5sRTFMNWyeToRDEyD0yI6TR1gVrUToMRU0_390x400_1x-0.jpeg|13-12-2018
Minecraft (Xbox One) Xbox Live Key GLOBAL|7.22|Xbox One|['Accion', 'Educativo', 'Aventuras']|https://www.eneba.com/es/xbox-minecraft-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/QxAeQgcyl-w1ljdkwptBZlBunwVCuJhRsGZPIiiIceI_390x400_1x-0.jpeg|20-09-2017
Fortnite: Deep Freeze Bundle (Xbox One) Xbox Live Key GLOBAL|33.11|Xbox One|['Accion', 'FPS / TPS']|https://www.eneba.com/es/xbox-fortnite-deep-freeze-bundle-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/ljSUt05y8Ypq6G-KewaFoeE5knOnrcjO-ccta3V7bXs_390x400_1x-0.jpeg|15-11-2018
Assassin's Creed: Origins (Xbox One) Xbox Live Key GLOBAL|15.90|Xbox One|['Aventuras', 'RPG']|https://www.eneba.com/es/xbox-assassins-creed-origins-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/ugH44wq1wG88WVd786mvxWDLrIyaJv_9CHiyEhSyv1U_390x400_1x-0.jpeg|27-10-2017
Borderlands 3 (Xbox One) Xbox Live Key GLOBAL|41.99|Xbox One|['Accion', 'FPS / TPS', 'Aventuras', 'RPG']|https://www.eneba.com/es/xbox-borderlands-3-xbox-one-xbox-live-key-global-1|https://cdn-products.eneba.com/resized-products/br6yvTI9xTm81z4NwfEdfnFkM1m_BVD6jMkLJDoUEpM_390x400_1x-0.jpeg|13-09-2019
A Way Out (Xbox One) Xbox Live Key GLOBAL|12.42|Xbox One|['Aventuras']|https://www.eneba.com/es/xbox-a-way-out-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/rosM-9k6Aqi-aMEVsDsvcQao57YGnkkfIxGNXonTogw_390x400_1x-0.jpeg|23-03-2018
Battlefield 4 : Premium Edition (Xbox One) Xbox Live Clave GLOBAL|10.43|Xbox One|['Accion', 'FPS / TPS']|https://www.eneba.com/es/xbox-battlefield-4-premium-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/zTx8tNpFmnODGAvWKrrR6u_0HG92bZ_jWzCT5KTN_tI_390x400_1x-0.jpeg|24-10-2014
=======
Mortal Kombat 11 (Xbox One) Xbox Live Key GLOBAL|41.80|Xbox One|['Accion', 'Lucha']|https://www.eneba.com/es/xbox-mortal-kombat-11-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/TIXMHwK17XWP2esMi9MOG9UmB_MAQ1xF4ynlDgTRhrk_390x400_1x-0.jpeg|23-04-2019
Firewatch (Xbox One) Xbox Live Key GLOBAL|11.74|Xbox One|['Indie', 'Aventuras']|https://www.eneba.com/es/xbox-firewatch-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/fNH5LLGTyt8smI9Y16zlpvXrWlmbmPcSW7XRk4Y9cco_390x400_1x-0.jpeg|9-02-2016
Borderlands: The Handsome Collection (Xbox One) Xbox Live Key GLOBAL|17.50|Xbox One|['Accion', 'RPG']|https://www.eneba.com/es/xbox-borderlands-the-handsome-collection-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/F2pZOqDZXJF0enNn_RYsyT2Ezt0Xn9Q9X_Qk31ENgQg_390x400_1x-0.jpeg|20-09-2012
Fruit Ninja Xbox Live Key GLOBAL|7.00|Xbox One|['Mac', 'Linux']|https://www.eneba.com/es/xbox-fruit-ninja-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/3ymegSN_WRqhIzcvaVVCmMzGdJT5-hn1lLe5sx-4qdw_390x400_1x-0.jpeg|26-10-2013
Forza Motorsport 6 (Xbox One) Xbox Live Key GLOBAL|19.89|Xbox One|['Arcade', 'Plataforma']|https://www.eneba.com/es/xbox-forza-motorsport-6-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/vMg3MdIIXu6uOW0pYyUXl9gWcfKQs8mJ1XGBjJM279A_390x400_1x-0.jpeg|15-09-2015
Red Dead Redemption 2 - Ultimate Edition (Xbox One) Xbox Live Key GLOBAL|41.75|Xbox One|['Carreras']|https://www.eneba.com/es/xbox-red-dead-redemption-2-ultimate-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/dysf4JP0RL8YYysMznH5ltseweeFczuqRCnlJS7OJUA_390x400_1x-0.jpeg|26-10-2018
Anthem - Legion of Dawn Edition (Xbox One) Xbox Live Key GLOBAL|14.61|Xbox One|['Accion', 'FPS / TPS', 'Aventuras']|https://www.eneba.com/es/xbox-anthem-legion-of-dawn-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/JpDMcVqtpfv-Hg3MY4CN0oRhhkTjX0tY10F2reiU7Xc_390x400_1x-0.jpeg|22-02-2019
Assassin's Creed: Origins (Gold Edition) (Xbox One) Xbox Live Key GLOBAL|26.99|Xbox One|['Accion', 'RPG']|https://www.eneba.com/es/xbox-assassins-creed-origins-gold-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/pAln0OeN7Bs-2uI5NP0I8rfhsoLvQZUuSs0ZOmoO8sQ_390x400_1x-0.jpeg|27-10-2017
Star Wars Jedi: Fallen Order (Xbox One) Xbox Live Key EUROPE|41.88|Xbox One|['Accion', 'Aventuras', 'RPG']|https://www.eneba.com/es/xbox-star-wars-jedi-fallen-order-xbox-one-xbox-live-key-europe|https://cdn-products.eneba.com/resized-products/2rD_-kktF62FXF1_Ev-OTBC29Nrz787hrLeffTgyjaQ_390x400_1x-0.jpeg|15-11-2019
Dragon Age: Inquisition (GOTY) (Xbox One) Xbox Live Key GLOBAL|19.99|Xbox One|['Accion', 'FPS / TPS', 'Aventuras']|https://www.eneba.com/es/xbox-dragon-age-inquisition-goty-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/NRjnvqGs3S73R4fIB2k9rZmMorNP93AFmgRbykVhUP8_390x400_1x-0.jpeg|7-10-2015
Batman: Arkham Knight (Xbox One) Xbox Live Key GLOBAL|21.94|Xbox One|['Accion', 'Aventuras', 'RPG']|https://www.eneba.com/es/xbox-batman-arkham-knight-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/VGcjrmPtG7oTXQulf3FLci8mTp1MYlCyslONb-5VWz8_390x400_1x-0.jpeg|23-06-2015
Anthem (Xbox One) Xbox Live Key GLOBAL|8.99|Xbox One|['Accion', 'Hack & Slash', 'Aventuras']|https://www.eneba.com/es/xbox-anthem-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/5EFO_X9VOYu-gU4RIKCPyqWTxWzTvTmqtdMU6tvOHDc_390x400_1x-0.jpeg|22-02-2019
Monster Hunter: World (Xbox One) Xbox Live Key GLOBAL|15.79|Xbox One|['Accion', 'RPG']|https://www.eneba.com/es/xbox-monster-hunter-world-xbox-one-xbox-live-key-global-1|https://cdn-products.eneba.com/resized-products/6P7pyuXhxO9H1p36FKvbtq22pOkVR3W2AC0azgkDW5k_390x400_1x-0.jpeg|26-01-2018
Titanfall 2 (Ultimate Edition) (Xbox One) Xbox Live Key GLOBAL|5.99|Xbox One|['Accion', 'Aventuras', 'RPG']|https://www.eneba.com/es/xbox-titanfall-2-ultimate-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/MgjFQU0QC6ZcsNWypvBWZ-rDUkLiSvab69o8HqhhMhY_390x400_1x-0.jpeg|28-10-2016
Crackdown 3 (PC/Xbox One)  Xbox Live Key GLOBAL|39.99|Xbox One|['Accion']|https://www.eneba.com/es/xbox-crackdown-3-pc-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/GdkyabKXcB43N4TO5sR6Cnk8c-nj-iKQceL4Q8qV3sM_390x400_1x-0.jpeg|15-02-2019
Middle-earth: Shadow of War (Xbox One) Xbox Live Key GLOBAL|31.51|Xbox One|['Accion', 'FPS / TPS', 'Plataforma']|https://www.eneba.com/es/xbox-middle-earth-shadow-of-war-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/OaVKQTrGzK2WV1JOOaD9FwQerSQ4t1crLOVBQeYsB2M_390x400_1x-0.jpeg|10-10-2017
Apex Legends Starter Pack (Xbox One) Xbox Live Key GLOBAL|3.99|Xbox One|['Aventuras', 'RPG']|https://www.eneba.com/es/xbox-apex-legends-starter-pack-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/fw9K9y3ukTDEuyZg1QC0cakxQK_O3ktycUk2-A-fLfA_390x400_1x-0.jpeg|4-02-2019
Quantum Break (Xbox One) Xbox Live Key EUROPE|30.48|Xbox One|['Accion', 'FPS / TPS']|https://www.eneba.com/es/xbox-quantum-break-xbox-one-xbox-live-key-europe|https://cdn-products.eneba.com/resized-products/LcoA0pqk20GXJXoYNx-wHwgcs8FE96CqfBU3-_UtL-8_390x400_1x-0.jpeg|5-04-2016
Tom Clancy's Ghost Recon: Breakpoint (Gold Edition) (Xbox One) Xbox Live Key GLOBAL|35.99|Xbox One|['Aventuras']|https://www.eneba.com/es/xbox-tom-clancys-ghost-recon-breakpoint-gold-edition-xbox-one-xbox-live-key-global|https://cdn-products.eneba.com/resized-products/a0tGOMgOJ1hvcD1I0xWLbL1BpmGIcksmh51McQEhGVw_390x400_1x-0.jpeg|3-10-2019
Fallout 3 (Xbox 360/Xbox One) Xbox Live Key NORTH AMERICA|7.13|Xbox One|['Accion', 'FPS / TPS']|https://www.eneba.com/es/xbox-fallout-3-xbox-360-xbox-one-xbox-live-key-north-america|https://cdn-products.eneba.com/resized-products/HR_VgRfMguH4VKLWmCVRT55EKWtEIlNi7gJmKOMq2x8_390x400_1x-0.jpeg|28-10-2008
>>>>>>> 38d02401414f4a8866dce9ec644550e557e0be07
